N,Origin,Destination,year,mean_trueflows,median_trueflows,q2.5_trueflows,q97.5_trueflows
2010,Chile,Uruguay,1997,143,141,57,343
2011,Colombia,Uruguay,1997,43,41,18,129
2012,Ecuador,Uruguay,1997,38,41,13,102
2013,Paraguay,Uruguay,1997,155,163,63,395
2014,Peru,Uruguay,1997,78,83,28,189
2015,Venezuela,Uruguay,1997,134,135,50,321
2016,USA,Uruguay,1997,571,564,269,1397
2017,Canada,Uruguay,1997,135,134,63,367
2018,Spain,Uruguay,1997,626,624,243,1436
2019,America,Uruguay,1997,1183,1238,478,2849
2020,Africa,Uruguay,1997,176,186,66,440
2021,Asia,Uruguay,1997,666,688,255,1479
2022,Europe,Uruguay,1997,780,764,275,2351
2023,Oceania,Uruguay,1997,212,217,70,645
2024,Argentina,Venezuela,1997,910,920,373,1893
2025,Bolivia,Venezuela,1997,201,199,82,471
2026,Brazil,Venezuela,1997,911,885,376,2204
2027,Chile,Venezuela,1997,634,646,285,1306
2028,Colombia,Venezuela,1997,43439,45110,17141,92285
2029,Ecuador,Venezuela,1997,2043,2100,847,5097
2030,Paraguay,Venezuela,1997,41,41,19,90
2031,Peru,Venezuela,1997,2827,2737,1338,6403
2032,Uruguay,Venezuela,1997,165,162,76,403
2033,USA,Venezuela,1997,3121,3271,1318,6532
2034,Canada,Venezuela,1997,274,278,111,645
2035,Spain,Venezuela,1997,1375,1296,584,3238
2036,America,Venezuela,1997,6295,6383,2687,14807
2037,Africa,Venezuela,1997,372,359,178,830
2038,Asia,Venezuela,1997,3394,3428,1433,7733
2039,Europe,Venezuela,1997,3494,3491,1585,8970
2040,Oceania,Venezuela,1997,855,860,375,1906
2041,Bolivia,Argentina,1998,5260,5234,2353,12129
2042,Brazil,Argentina,1998,1020,1029,498,2274
2043,Chile,Argentina,1998,2035,2036,858,4324
2044,Colombia,Argentina,1998,368,367,201,719
2045,Ecuador,Argentina,1998,183,181,94,361
2046,Paraguay,Argentina,1998,6562,6875,3473,13669
2047,Peru,Argentina,1998,4143,4004,2162,9613
2048,Uruguay,Argentina,1998,1137,1115,563,2820
2049,Venezuela,Argentina,1998,271,272,151,546
2050,USA,Argentina,1998,1028,997,540,2043
2051,Canada,Argentina,1998,77,75,36,162
2052,Spain,Argentina,1998,700,685,325,1590
2053,America,Argentina,1998,1028,996,561,2192
2054,Africa,Argentina,1998,101,101,49,195
2055,Asia,Argentina,1998,730,763,298,1508
2056,Europe,Argentina,1998,1651,1620,851,3708
2057,Oceania,Argentina,1998,56,55,27,130
2058,Argentina,Bolivia,1998,4581,4379,2189,10671
2059,Brazil,Bolivia,1998,1474,1402,805,3141
2060,Chile,Bolivia,1998,396,392,203,904
2061,Colombia,Bolivia,1998,134,137,58,285
2062,Ecuador,Bolivia,1998,123,119,57,257
2063,Paraguay,Bolivia,1998,252,246,116,520
2064,Peru,Bolivia,1998,778,780,417,1438
2065,Uruguay,Bolivia,1998,42,40,19,87
2066,Venezuela,Bolivia,1998,81,83,34,167
2067,USA,Bolivia,1998,782,794,386,1577
2068,Canada,Bolivia,1998,104,105,46,207
2069,Spain,Bolivia,1998,225,228,110,460
2070,America,Bolivia,1998,552,519,241,1257
2071,Africa,Bolivia,1998,37,37,16,87
2072,Asia,Bolivia,1998,329,330,144,722
2073,Europe,Bolivia,1998,514,483,283,1238
2074,Oceania,Bolivia,1998,19,19,9,36
2075,Argentina,Brazil,1998,6199,6467,2289,14628
2076,Bolivia,Brazil,1998,2957,2907,1282,6747
2077,Chile,Brazil,1998,985,1000,421,2137
2078,Colombia,Brazil,1998,1056,1024,449,2334
2079,Ecuador,Brazil,1998,242,241,118,638
2080,Paraguay,Brazil,1998,10951,11047,5311,25353
2081,Peru,Brazil,1998,2282,2294,765,5240
2082,Uruguay,Brazil,1998,1501,1444,710,3635
2083,Venezuela,Brazil,1998,678,686,346,1485
2084,USA,Brazil,1998,8244,8116,3936,18046
2085,Canada,Brazil,1998,466,448,226,1041
2086,Spain,Brazil,1998,1457,1597,695,2724
2087,America,Brazil,1998,3609,3533,1656,8232
2088,Africa,Brazil,1998,1608,1545,727,3715
2089,Asia,Brazil,1998,15971,15750,6398,39425
2090,Europe,Brazil,1998,19661,19224,9003,43067
2091,Oceania,Brazil,1998,211,204,94,530
2092,Argentina,Chile,1998,16770,17061,7958,34239
2093,Bolivia,Chile,1998,1794,1799,825,3970
2094,Brazil,Chile,1998,1744,1776,908,3399
2095,Colombia,Chile,1998,1001,985,443,2010
2096,Ecuador,Chile,1998,2826,2874,1283,6591
2097,Paraguay,Chile,1998,375,394,160,706
2098,Peru,Chile,1998,10476,10183,5262,22591
2099,Uruguay,Chile,1998,387,392,199,878
2100,Venezuela,Chile,1998,1680,1744,797,3277
2101,USA,Chile,1998,2570,2589,1392,4839
2102,Canada,Chile,1998,768,789,387,1532
2103,Spain,Chile,1998,1525,1505,804,2790
2104,America,Chile,1998,2285,2232,1201,5238
2105,Africa,Chile,1998,212,204,100,436
2106,Asia,Chile,1998,1159,1130,648,2522
2107,Europe,Chile,1998,3893,3923,1757,9376
2108,Oceania,Chile,1998,423,430,202,899
2109,Argentina,Colombia,1998,774,818,326,2272
2110,Bolivia,Colombia,1998,146,141,51,338
2111,Brazil,Colombia,1998,529,563,168,1433
2112,Chile,Colombia,1998,250,267,92,722
2113,Ecuador,Colombia,1998,3651,3527,1553,9551
2114,Paraguay,Colombia,1998,52,51,18,128
2115,Peru,Colombia,1998,868,884,296,2274
2116,Uruguay,Colombia,1998,90,87,37,221
2117,Venezuela,Colombia,1998,20526,19889,9440,47111
2118,USA,Colombia,1998,12036,12687,4686,25412
2119,Canada,Colombia,1998,427,400,184,945
2120,Spain,Colombia,1998,1670,1680,782,4304
2121,America,Colombia,1998,2956,2946,1030,8966
2122,Africa,Colombia,1998,104,105,41,260
2123,Asia,Colombia,1998,1169,1222,477,2833
2124,Europe,Colombia,1998,3266,3277,1311,8178
2125,Oceania,Colombia,1998,261,278,102,707
2126,Argentina,Ecuador,1998,212,222,101,404
2127,Bolivia,Ecuador,1998,75,74,35,148
2128,Brazil,Ecuador,1998,126,123,67,252
2129,Chile,Ecuador,1998,219,216,113,460
2130,Colombia,Ecuador,1998,3234,3237,1523,6623
2131,Paraguay,Ecuador,1998,11,11,5,24
2132,Peru,Ecuador,1998,375,397,165,788
2133,Uruguay,Ecuador,1998,26,26,13,53
2134,Venezuela,Ecuador,1998,454,449,203,1011
2135,USA,Ecuador,1998,2083,2071,1095,4083
2136,Canada,Ecuador,1998,109,110,51,225
2137,Spain,Ecuador,1998,394,371,185,805
2138,America,Ecuador,1998,506,499,255,1052
2139,Africa,Ecuador,1998,25,26,11,58
2140,Asia,Ecuador,1998,396,390,186,756
2141,Europe,Ecuador,1998,719,677,380,1711
2142,Oceania,Ecuador,1998,84,83,38,157
2143,Argentina,Paraguay,1998,11946,11547,5573,29322
2144,Bolivia,Paraguay,1998,187,198,100,370
2145,Brazil,Paraguay,1998,3906,3877,2084,7936
2146,Chile,Paraguay,1998,216,218,111,479
2147,Colombia,Paraguay,1998,46,47,21,94
2148,Ecuador,Paraguay,1998,17,17,8,37
2149,Peru,Paraguay,1998,158,158,69,333
2150,Uruguay,Paraguay,1998,218,221,110,476
2151,Venezuela,Paraguay,1998,24,24,11,52
2152,USA,Paraguay,1998,413,443,191,896
2153,Canada,Paraguay,1998,109,108,52,251
2154,Spain,Paraguay,1998,80,78,29,203
2155,America,Paraguay,1998,145,141,63,338
2156,Africa,Paraguay,1998,33,34,14,80
2157,Asia,Paraguay,1998,477,505,195,1122
2158,Europe,Paraguay,1998,444,454,197,980
2159,Oceania,Paraguay,1998,9,9,4,18
2160,Argentina,Peru,1998,4772,4522,2294,11608
2161,Bolivia,Peru,1998,2619,2537,1106,5790
2162,Brazil,Peru,1998,1745,1747,756,5218
2163,Chile,Peru,1998,2164,2321,726,5303
2164,Colombia,Peru,1998,2016,1971,901,4835
2165,Ecuador,Peru,1998,1529,1532,684,3680
2166,Paraguay,Peru,1998,208,214,84,450
2167,Uruguay,Peru,1998,191,192,71,463
2168,Venezuela,Peru,1998,2187,2052,1040,5441
2169,USA,Peru,1998,8442,8885,2616,23186
2170,Canada,Peru,1998,594,611,251,1319
2171,Spain,Peru,1998,1988,1999,842,4842
2172,America,Peru,1998,2519,2388,1219,6238
2173,Africa,Peru,1998,222,230,89,546
2174,Asia,Peru,1998,3551,3529,1509,9628
2175,Europe,Peru,1998,5680,5903,2348,16981
2176,Oceania,Peru,1998,235,239,89,542
2177,Argentina,Uruguay,1998,2900,2827,1099,8717
2178,Bolivia,Uruguay,1998,55,57,20,138
2179,Brazil,Uruguay,1998,1128,1118,447,3052
2180,Chile,Uruguay,1998,132,131,56,337
2181,Colombia,Uruguay,1998,50,53,17,114
2182,Ecuador,Uruguay,1998,47,47,17,109
2183,Paraguay,Uruguay,1998,178,164,63,482
2184,Peru,Uruguay,1998,92,89,39,207
2185,Venezuela,Uruguay,1998,169,172,64,554
2186,USA,Uruguay,1998,710,690,300,1766
2187,Canada,Uruguay,1998,129,131,49,370
2188,Spain,Uruguay,1998,690,701,308,1586
2189,America,Uruguay,1998,1107,1116,372,2920
2190,Africa,Uruguay,1998,156,168,68,343
2191,Asia,Uruguay,1998,590,596,222,1559
2192,Europe,Uruguay,1998,786,823,327,1995
2193,Oceania,Uruguay,1998,200,195,86,587
2194,Argentina,Venezuela,1998,1103,1082,550,2612
2195,Bolivia,Venezuela,1998,220,228,92,498
2196,Brazil,Venezuela,1998,918,924,395,2339
2197,Chile,Venezuela,1998,621,628,251,1512
2198,Colombia,Venezuela,1998,57657,59336,25539,131414
2199,Ecuador,Venezuela,1998,2557,2541,1012,5614
2200,Paraguay,Venezuela,1998,59,60,25,118
2201,Peru,Venezuela,1998,3197,3319,1394,7268
2202,Uruguay,Venezuela,1998,174,187,78,440
2203,USA,Venezuela,1998,3706,3653,1561,9762
2204,Canada,Venezuela,1998,358,356,125,816
2205,Spain,Venezuela,1998,1510,1537,561,4124
2206,America,Venezuela,1998,7750,7684,3311,17250
2207,Africa,Venezuela,1998,404,400,200,878
2208,Asia,Venezuela,1998,4094,4108,1746,9136
2209,Europe,Venezuela,1998,4073,4177,2023,8681
2210,Oceania,Venezuela,1998,995,1043,456,2104
2211,Bolivia,Argentina,1999,5213,5074,2500,11499
2212,Brazil,Argentina,1999,1117,1103,578,2077
2213,Chile,Argentina,1999,2105,2063,1066,4878
2214,Colombia,Argentina,1999,431,425,201,887
2215,Ecuador,Argentina,1999,184,183,82,373
2216,Paraguay,Argentina,1999,7217,7052,3329,18089
2217,Peru,Argentina,1999,4228,4430,1898,7897
2218,Uruguay,Argentina,1999,1247,1215,626,2766
2219,Venezuela,Argentina,1999,277,286,120,522
2220,USA,Argentina,1999,1102,1112,460,2535
2221,Canada,Argentina,1999,107,109,55,198
2222,Spain,Argentina,1999,806,795,333,1755
2223,America,Argentina,1999,1114,1092,625,2115
2224,Africa,Argentina,1999,106,105,47,239
2225,Asia,Argentina,1999,824,808,455,1622
2226,Europe,Argentina,1999,1786,1766,1087,3593
2227,Oceania,Argentina,1999,64,65,31,125
2228,Argentina,Bolivia,1999,4141,4156,1863,8454
2229,Brazil,Bolivia,1999,1464,1468,757,2896
2230,Chile,Bolivia,1999,415,410,211,858
2231,Colombia,Bolivia,1999,128,127,68,267
2232,Ecuador,Bolivia,1999,96,90,43,217
2233,Paraguay,Bolivia,1999,185,191,92,320
2234,Peru,Bolivia,1999,637,640,293,1246
2235,Uruguay,Bolivia,1999,39,39,20,76
2236,Venezuela,Bolivia,1999,76,76,37,162
2237,USA,Bolivia,1999,884,858,424,1630
2238,Canada,Bolivia,1999,91,89,47,203
2239,Spain,Bolivia,1999,216,227,120,395
2240,America,Bolivia,1999,519,508,264,1233
2241,Africa,Bolivia,1999,27,28,12,59
2242,Asia,Bolivia,1999,336,340,164,649
2243,Europe,Bolivia,1999,565,554,236,1332
2244,Oceania,Bolivia,1999,18,18,9,40
2245,Argentina,Brazil,1999,6585,6129,3270,15787
2246,Bolivia,Brazil,1999,2733,2723,1314,5533
2247,Chile,Brazil,1999,1096,1059,454,3235
2248,Colombia,Brazil,1999,1040,998,491,2463
2249,Ecuador,Brazil,1999,276,273,136,742
2250,Paraguay,Brazil,1999,11949,12332,5293,27640
2251,Peru,Brazil,1999,2088,2039,940,4741
2252,Uruguay,Brazil,1999,1634,1711,751,3130
2253,Venezuela,Brazil,1999,682,664,310,1537
2254,USA,Brazil,1999,10364,10801,4206,24727
2255,Canada,Brazil,1999,549,572,218,1178
2256,Spain,Brazil,1999,1420,1471,608,2717
2257,America,Brazil,1999,3916,3810,1915,9226
2258,Africa,Brazil,1999,1477,1424,795,2987
2259,Asia,Brazil,1999,14652,14699,6827,31005
2260,Europe,Brazil,1999,20766,21551,8444,46099
2261,Oceania,Brazil,1999,328,321,159,704
2262,Argentina,Chile,1999,21628,21198,12078,51277
2263,Bolivia,Chile,1999,2206,2186,1090,5136
2264,Brazil,Chile,1999,2432,2512,1004,4832
2265,Colombia,Chile,1999,1459,1429,715,2895
2266,Ecuador,Chile,1999,4316,4359,1836,10539
2267,Paraguay,Chile,1999,493,484,263,1008
2268,Peru,Chile,1999,11819,11904,5091,23825
2269,Uruguay,Chile,1999,499,498,240,985
2270,Venezuela,Chile,1999,2211,2166,1045,4319
2271,USA,Chile,1999,3541,3583,1905,6121
2272,Canada,Chile,1999,1041,1016,566,2234
2273,Spain,Chile,1999,2021,2087,997,4054
2274,America,Chile,1999,3090,2959,1549,6397
2275,Africa,Chile,1999,276,285,149,559
2276,Asia,Chile,1999,1709,1733,773,3255
2277,Europe,Chile,1999,5278,5394,2862,10527
2278,Oceania,Chile,1999,584,575,255,1232
2279,Argentina,Colombia,1999,874,892,309,2372
2280,Bolivia,Colombia,1999,155,166,54,385
2281,Brazil,Colombia,1999,639,638,237,1757
2282,Chile,Colombia,1999,345,349,117,925
2283,Ecuador,Colombia,1999,3486,3575,1448,10879
2284,Paraguay,Colombia,1999,55,57,20,142
2285,Peru,Colombia,1999,850,846,307,2261
2286,Uruguay,Colombia,1999,106,107,45,236
2287,Venezuela,Colombia,1999,20972,20603,8362,67956
2288,USA,Colombia,1999,13141,13063,5415,36320
2289,Canada,Colombia,1999,548,536,248,1296
2290,Spain,Colombia,1999,2028,2014,645,5073
2291,America,Colombia,1999,3573,3588,1454,8555
2292,Africa,Colombia,1999,117,111,40,336
2293,Asia,Colombia,1999,1305,1376,465,3517
2294,Europe,Colombia,1999,3479,3481,1021,11512
2295,Oceania,Colombia,1999,300,301,91,842
2296,Argentina,Ecuador,1999,192,190,88,389
2297,Bolivia,Ecuador,1999,57,56,30,123
2298,Brazil,Ecuador,1999,110,109,51,250
2299,Chile,Ecuador,1999,212,207,98,463
2300,Colombia,Ecuador,1999,2785,2797,1445,5441
2301,Paraguay,Ecuador,1999,14,14,6,31
2302,Peru,Ecuador,1999,359,344,180,774
2303,Uruguay,Ecuador,1999,20,20,10,47
2304,Venezuela,Ecuador,1999,395,379,203,918
2305,USA,Ecuador,1999,1893,1841,821,4245
2306,Canada,Ecuador,1999,124,123,57,267
2307,Spain,Ecuador,1999,400,402,200,992
2308,America,Ecuador,1999,512,515,218,1033
2309,Africa,Ecuador,1999,29,29,13,62
2310,Asia,Ecuador,1999,350,351,170,641
2311,Europe,Ecuador,1999,743,733,409,1589
2312,Oceania,Ecuador,1999,70,71,34,145
2313,Argentina,Paraguay,1999,10818,11017,4811,25125
2314,Bolivia,Paraguay,1999,148,146,74,281
2315,Brazil,Paraguay,1999,3855,3835,1625,8277
2316,Chile,Paraguay,1999,229,224,105,563
2317,Colombia,Paraguay,1999,35,35,16,71
2318,Ecuador,Paraguay,1999,18,18,9,38
2319,Peru,Paraguay,1999,135,133,60,308
2320,Uruguay,Paraguay,1999,203,202,96,423
2321,Venezuela,Paraguay,1999,26,25,12,55
2322,USA,Paraguay,1999,375,376,159,863
2323,Canada,Paraguay,1999,102,98,49,214
2324,Spain,Paraguay,1999,88,87,36,219
2325,America,Paraguay,1999,155,144,81,392
2326,Africa,Paraguay,1999,31,32,14,64
2327,Asia,Paraguay,1999,418,420,197,857
2328,Europe,Paraguay,1999,403,416,173,804
2329,Oceania,Paraguay,1999,10,11,4,24
2330,Argentina,Peru,1999,3548,3661,1562,8394
2331,Bolivia,Peru,1999,1856,1826,805,4207
2332,Brazil,Peru,1999,1504,1592,531,3609
2333,Chile,Peru,1999,2248,2164,938,6082
2334,Colombia,Peru,1999,1475,1505,575,3567
2335,Ecuador,Peru,1999,926,919,421,2234
2336,Paraguay,Peru,1999,162,167,65,364
2337,Uruguay,Peru,1999,176,178,76,387
2338,Venezuela,Peru,1999,1746,1676,765,4123
2339,USA,Peru,1999,6557,6433,2896,16927
2340,Canada,Peru,1999,488,473,196,1219
2341,Spain,Peru,1999,1754,1742,749,4313
2342,America,Peru,1999,2144,2166,803,5682
2343,Africa,Peru,1999,199,197,87,460
2344,Asia,Peru,1999,2789,2677,1272,6128
2345,Europe,Peru,1999,4730,4801,1771,11936
2346,Oceania,Peru,1999,191,186,76,569
2347,Argentina,Uruguay,1999,2750,2737,1166,7640
2348,Bolivia,Uruguay,1999,43,43,16,122
2349,Brazil,Uruguay,1999,1190,1201,384,3125
2350,Chile,Uruguay,1999,138,139,52,352
2351,Colombia,Uruguay,1999,48,49,18,129
2352,Ecuador,Uruguay,1999,42,44,14,99
2353,Paraguay,Uruguay,1999,165,164,76,409
2354,Peru,Uruguay,1999,84,86,30,219
2355,Venezuela,Uruguay,1999,142,145,55,305
2356,USA,Uruguay,1999,735,738,240,1800
2357,Canada,Uruguay,1999,146,158,56,357
2358,Spain,Uruguay,1999,794,782,309,1998
2359,America,Uruguay,1999,1099,1135,366,3252
2360,Africa,Uruguay,1999,146,156,61,345
2361,Asia,Uruguay,1999,585,596,192,1504
2362,Europe,Uruguay,1999,841,837,356,1940
2363,Oceania,Uruguay,1999,170,170,63,461
2364,Argentina,Venezuela,1999,1022,989,520,2311
2365,Bolivia,Venezuela,1999,210,209,94,443
2366,Brazil,Venezuela,1999,1107,1150,542,2520
2367,Chile,Venezuela,1999,630,608,340,1276
2368,Colombia,Venezuela,1999,58912,57579,29731,134529
2369,Ecuador,Venezuela,1999,2593,2566,1239,5913
2370,Paraguay,Venezuela,1999,55,57,24,117
2371,Peru,Venezuela,1999,2886,2753,1236,7803
2372,Uruguay,Venezuela,1999,229,243,108,493
2373,USA,Venezuela,1999,4170,4177,1836,9490
2374,Canada,Venezuela,1999,419,428,199,850
2375,Spain,Venezuela,1999,1418,1409,643,3146
2376,America,Venezuela,1999,7487,7564,3296,17177
2377,Africa,Venezuela,1999,496,482,242,1112
2378,Asia,Venezuela,1999,4507,4632,1667,10446
2379,Europe,Venezuela,1999,4363,4493,1961,8512
2380,Oceania,Venezuela,1999,885,900,293,1865
2381,Bolivia,Argentina,2000,6660,6340,3385,14122
2382,Brazil,Argentina,2000,1433,1453,643,2594
2383,Chile,Argentina,2000,2523,2556,1330,4559
2384,Colombia,Argentina,2000,600,588,316,1194
2385,Ecuador,Argentina,2000,268,271,118,522
2386,Paraguay,Argentina,2000,9718,9580,5491,17395
2387,Peru,Argentina,2000,5418,5241,2862,10819
2388,Uruguay,Argentina,2000,1516,1496,791,3181
2389,Venezuela,Argentina,2000,368,367,193,808
2390,USA,Argentina,2000,1993,1939,1094,4326
2391,Canada,Argentina,2000,122,123,64,231
2392,Spain,Argentina,2000,1029,1065,531,2104
2393,America,Argentina,2000,1310,1293,651,2581
2394,Africa,Argentina,2000,147,148,71,292
2395,Asia,Argentina,2000,950,937,515,1953
2396,Europe,Argentina,2000,2297,2361,1171,4424
2397,Oceania,Argentina,2000,103,104,47,225
2398,Argentina,Bolivia,2000,4412,4407,2075,8727
2399,Brazil,Bolivia,2000,1812,1722,893,3603
2400,Chile,Bolivia,2000,431,442,217,789
2401,Colombia,Bolivia,2000,190,189,91,390
2402,Ecuador,Bolivia,2000,105,102,52,200
2403,Paraguay,Bolivia,2000,206,200,107,450
2404,Peru,Bolivia,2000,677,697,346,1384
2405,Uruguay,Bolivia,2000,42,40,20,89
2406,Venezuela,Bolivia,2000,88,90,37,206
2407,USA,Bolivia,2000,1099,1120,545,2394
2408,Canada,Bolivia,2000,84,81,41,185
2409,Spain,Bolivia,2000,284,281,129,628
2410,America,Bolivia,2000,537,515,255,1124
2411,Africa,Bolivia,2000,33,34,16,63
2412,Asia,Bolivia,2000,371,377,171,708
2413,Europe,Bolivia,2000,588,578,247,1401
2414,Oceania,Bolivia,2000,23,23,11,46
2415,Argentina,Brazil,2000,5554,5577,2478,12811
2416,Bolivia,Brazil,2000,3020,2857,1259,6529
2417,Chile,Brazil,2000,861,866,398,1727
2418,Colombia,Brazil,2000,1028,1021,439,2459
2419,Ecuador,Brazil,2000,178,179,81,378
2420,Paraguay,Brazil,2000,10122,9270,4681,23463
2421,Peru,Brazil,2000,1427,1410,685,3163
2422,Uruguay,Brazil,2000,1888,1838,865,4398
2423,Venezuela,Brazil,2000,775,765,368,1716
2424,USA,Brazil,2000,9417,9258,5021,20304
2425,Canada,Brazil,2000,265,264,116,572
2426,Spain,Brazil,2000,1590,1640,650,3168
2427,America,Brazil,2000,2809,2742,1190,7838
2428,Africa,Brazil,2000,1436,1363,606,3981
2429,Asia,Brazil,2000,12061,12215,5185,28691
2430,Europe,Brazil,2000,17338,18126,8034,33673
2431,Oceania,Brazil,2000,303,297,142,612
2432,Argentina,Chile,2000,21965,22575,10301,42621
2433,Bolivia,Chile,2000,2279,2328,1099,4823
2434,Brazil,Chile,2000,2331,2286,1212,4762
2435,Colombia,Chile,2000,1904,1930,820,4239
2436,Ecuador,Chile,2000,4869,4690,2430,11107
2437,Paraguay,Chile,2000,495,485,227,1085
2438,Peru,Chile,2000,13558,13638,6836,26423
2439,Uruguay,Chile,2000,575,558,263,1231
2440,Venezuela,Chile,2000,2379,2306,1115,4801
2441,USA,Chile,2000,4194,3985,2012,9290
2442,Canada,Chile,2000,1118,1085,594,2223
2443,Spain,Chile,2000,2111,2113,1058,4817
2444,America,Chile,2000,3283,3283,1532,6687
2445,Africa,Chile,2000,252,234,139,531
2446,Asia,Chile,2000,1715,1767,862,4115
2447,Europe,Chile,2000,5008,5022,2165,9817
2448,Oceania,Chile,2000,752,766,357,1463
2449,Argentina,Colombia,2000,1122,1108,390,2684
2450,Bolivia,Colombia,2000,193,196,66,521
2451,Brazil,Colombia,2000,886,845,338,2439
2452,Chile,Colombia,2000,404,425,144,1156
2453,Ecuador,Colombia,2000,4453,4339,1723,11013
2454,Paraguay,Colombia,2000,60,57,24,136
2455,Peru,Colombia,2000,987,991,376,2371
2456,Uruguay,Colombia,2000,118,123,47,286
2457,Venezuela,Colombia,2000,27775,28550,10181,66805
2458,USA,Colombia,2000,19014,19384,7322,47141
2459,Canada,Colombia,2000,644,623,309,1568
2460,Spain,Colombia,2000,3077,3186,1040,8318
2461,America,Colombia,2000,4571,4521,1957,11154
2462,Africa,Colombia,2000,185,183,70,533
2463,Asia,Colombia,2000,1547,1517,618,4136
2464,Europe,Colombia,2000,4419,4599,1833,9997
2465,Oceania,Colombia,2000,370,374,124,999
2466,Argentina,Ecuador,2000,214,209,93,450
2467,Bolivia,Ecuador,2000,78,80,37,147
2468,Brazil,Ecuador,2000,110,107,54,205
2469,Chile,Ecuador,2000,247,252,105,496
2470,Colombia,Ecuador,2000,3789,3951,1578,7391
2471,Paraguay,Ecuador,2000,16,16,7,32
2472,Peru,Ecuador,2000,475,464,252,966
2473,Uruguay,Ecuador,2000,19,19,11,42
2474,Venezuela,Ecuador,2000,383,377,189,908
2475,USA,Ecuador,2000,2506,2418,1254,5438
2476,Canada,Ecuador,2000,125,122,62,262
2477,Spain,Ecuador,2000,549,526,304,1050
2478,America,Ecuador,2000,594,603,265,1254
2479,Africa,Ecuador,2000,28,28,14,62
2480,Asia,Ecuador,2000,377,372,190,801
2481,Europe,Ecuador,2000,789,815,346,1572
2482,Oceania,Ecuador,2000,85,86,41,201
2483,Argentina,Paraguay,2000,15261,15210,7404,29515
2484,Bolivia,Paraguay,2000,232,230,114,505
2485,Brazil,Paraguay,2000,4111,4029,1787,9720
2486,Chile,Paraguay,2000,251,240,104,518
2487,Colombia,Paraguay,2000,71,66,34,172
2488,Ecuador,Paraguay,2000,26,26,14,50
2489,Peru,Paraguay,2000,157,159,76,355
2490,Uruguay,Paraguay,2000,269,271,108,603
2491,Venezuela,Paraguay,2000,25,25,12,50
2492,USA,Paraguay,2000,534,519,275,1077
2493,Canada,Paraguay,2000,100,104,40,219
2494,Spain,Paraguay,2000,101,100,45,224
2495,America,Paraguay,2000,176,175,84,396
2496,Africa,Paraguay,2000,27,27,13,59
2497,Asia,Paraguay,2000,485,479,218,1072
2498,Europe,Paraguay,2000,344,342,154,883
